Entity: SMR / SH.DYN.MORT
Year: 1985 | Value: 19.9
Year: 1986 | Value: 18.2
Year: 1987 | Value: 16.6
Year: 1988 | Value: 15.2
Year: 1989 | Value: 13.9
Year: 1990 | Value: 12.7
Year: 1991 | Value: 11.6
Year: 1992 | Value: 10.6
Year: 1993 | Value: 9.7
Year: 1994 | Value: 8.9
Year: 1995 | Value: 8.1
Year: 1996 | Value: 7.5
Year: 1997 | Value: 6.9
Year: 1998 | Value: 6.3
Year: 1999 | Value: 5.8
Year: 2000 | Value: 5.4
Year: 2001 | Value: 5
Year: 2002 | Value: 4.6
Year: 2003 | Value: 4.2
Year: 2004 | Value: 3.9
Year: 2005 | Value: 3.7
Year: 2006 | Value: 3.4
Year: 2007 | Value: 3.2
Year: 2008 | Value: 3
Year: 2009 | Value: 2.8
Year: 2010 | Value: 2.7
Year: 2011 | Value: 2.5
Year: 2012 | Value: 2.4
Year: 2013 | Value: 2.3
Year: 2014 | Value: 2.1
Year: 2015 | Value: 2
Year: 2016 | Value: 1.9
Year: 2017 | Value: 1.8
Year: 2018 | Value: 1.7
Year: 2019 | Value: 1.7
Year: 2020 | Value: 1.6
Year: 2021 | Value: 1.5
Year: 2022 | Value: 1.5
Year: 2023 | Value: 1.4
Remark: San Marino
Remark: Mortality rate, under-5 (per 1,000 live births)
