Entity: EST / SH.DYN.MORT
Year: 1980 | Value: 22.4
Year: 1981 | Value: 21.6
Year: 1982 | Value: 20.9
Year: 1983 | Value: 20.2
Year: 1984 | Value: 19.6
Year: 1985 | Value: 19.1
Year: 1986 | Value: 18.6
Year: 1987 | Value: 18.3
Year: 1988 | Value: 18.1
Year: 1989 | Value: 17.9
Year: 1990 | Value: 17.7
Year: 1991 | Value: 17.5
Year: 1992 | Value: 17.3
Year: 1993 | Value: 16.9
Year: 1994 | Value: 16.4
Year: 1995 | Value: 15.7
Year: 1996 | Value: 14.8
Year: 1997 | Value: 13.9
Year: 1998 | Value: 12.9
Year: 1999 | Value: 12
Year: 2000 | Value: 11
Year: 2001 | Value: 10.1
Year: 2002 | Value: 9.3
Year: 2003 | Value: 8.5
Year: 2004 | Value: 7.8
Year: 2005 | Value: 7.1
Year: 2006 | Value: 6.5
Year: 2007 | Value: 5.9
Year: 2008 | Value: 5.4
Year: 2009 | Value: 5
Year: 2010 | Value: 4.6
Year: 2011 | Value: 4.2
Year: 2012 | Value: 3.9
Year: 2013 | Value: 3.6
Year: 2014 | Value: 3.4
Year: 2015 | Value: 3.2
Year: 2016 | Value: 3
Year: 2017 | Value: 2.8
Year: 2018 | Value: 2.7
Year: 2019 | Value: 2.5
Year: 2020 | Value: 2.4
Year: 2021 | Value: 2.3
Year: 2022 | Value: 2.2
Year: 2023 | Value: 2.1
Remark: Estonia
Remark: Mortality rate, under-5 (per 1,000 live births)
